日期,收盘价/最新价,开盘价,高点,低点
01/26/2016,4233.85,4211.92,4250.97,4177.85
01/25/2016,4196.53,4245.47,4268.11,4193.32
01/22/2016,4259.77,4226.44,4260.55,4209.24
01/21/2016,4142.60,4146.44,4200.36,4099.30
01/20/2016,4136.28,4078.23,4178.64,3992.91
01/19/2016,4147.07,4199.56,4202.04,4101.05
01/15/2016,4141.08,4123.87,4184.69,4085.79
01/14/2016,4272.97,4201.23,4308.25,4133.32
01/13/2016,4183.12,4352.64,4359.50,4177.30
01/12/2016,4333.72,4322.77,4353.19,4273.02
01/11/2016,4283.55,4300.96,4311.14,4217.63
01/08/2016,4270.78,4336.12,4362.46,4264.81
01/07/2016,4305.72,4349.14,4403.61,4303.66
01/06/2016,4443.99,4409.78,4467.55,4409.49
01/05/2016,4484.18,4512.04,4522.12,4466.05
01/04/2016,4497.86,4485.06,4497.86,4439.13
12/31/2015,4593.27,4634.16,4642.55,4592.88
12/30/2015,4652.01,4687.16,4688.66,4651.73
12/29/2015,4691.08,4645.08,4702.74,4644.32
12/28/2015,4621.35,4610.41,4621.68,4580.13
12/25/2015,4622.77,0.00,0.00,0.00
12/24/2015,4622.77,4626.32,4635.59,4620.80
12/23/2015,4624.59,4612.16,4626.16,4605.36
12/22/2015,4589.26,4580.61,4596.08,4560.54
12/21/2015,4560.55,4547.92,4560.71,4519.82
12/18/2015,4514.83,4578.69,4593.40,4513.23
12/17/2015,4598.14,4680.63,4681.13,4597.65
12/16/2015,4664.56,4633.85,4673.54,4582.87
12/15/2015,4597.33,4607.20,4636.77,4592.72
12/14/2015,4570.16,4535.56,4571.57,4478.25
12/11/2015,4537.56,4583.08,4600.91,4534.05
12/10/2015,4643.05,4627.77,4674.00,4619.97
12/09/2015,4622.14,4674.80,4698.25,4595.01
12/08/2015,4694.77,4646.43,4708.47,4643.65
12/07/2015,4693.62,4718.55,4720.82,4671.86
12/04/2015,4716.12,4621.48,4722.39,4612.11
12/03/2015,4606.75,4704.20,4705.78,4579.91
12/02/2015,4686.22,4720.27,4739.75,4680.06
12/01/2015,4716.16,4685.74,4716.16,4682.40
11/30/2015,4664.51,4692.57,4695.06,4654.53
11/27/2015,4680.47,4680.44,4689.58,4665.92
11/26/2015,4672.88,0.00,0.00,0.00
11/25/2015,4672.88,4674.23,4683.55,4666.24
11/24/2015,4669.41,4645.52,4682.13,4621.63
11/23/2015,4674.79,4689.98,4706.62,4655.60
11/20/2015,4686.36,4680.51,4691.59,4674.61
11/19/2015,4655.35,4657.61,4678.02,4648.94
11/18/2015,4653.44,4586.24,4657.63,4580.72
11/17/2015,4565.82,4571.54,4598.27,4554.89
11/16/2015,4565.47,4494.56,4566.03,4486.09
11/13/2015,4502.14,4566.12,4575.80,4499.14
11/12/2015,4588.93,4617.78,4639.26,4588.08
11/11/2015,4636.94,4657.19,4677.78,4631.06
11/10/2015,4641.73,4628.83,4647.32,4616.71
11/09/2015,4655.52,4687.35,4694.27,4627.12
11/06/2015,4707.23,4695.88,4710.47,4665.41
11/05/2015,4702.90,4718.51,4731.56,4678.79
11/04/2015,4717.55,4729.07,4737.11,4698.84
11/03/2015,4719.05,4692.03,4735.31,4685.98
11/02/2015,4703.91,4658.79,4707.77,4652.45
10/30/2015,4648.83,4676.30,4681.23,4648.83
10/29/2015,4670.76,4657.78,4678.20,4653.00
10/28/2015,4678.58,4649.10,4678.58,4609.93
10/27/2015,4639.23,4617.60,4645.94,4617.44
10/26/2015,4630.85,4621.14,4638.75,4606.66
10/23/2015,4624.09,4623.72,4645.96,4598.74
10/22/2015,4503.22,4451.32,4504.70,4438.60
10/21/2015,4413.52,4462.22,4464.73,4409.90
10/20/2015,4438.18,4454.62,4463.11,4424.34
10/19/2015,4462.07,4428.06,4464.78,4420.80
10/16/2015,4438.62,4419.95,4438.75,4405.88
10/15/2015,4418.22,4361.98,4418.25,4357.22
10/14/2015,4346.92,4356.82,4373.71,4328.96
10/13/2015,4352.94,4354.06,4399.93,4349.18
10/12/2015,4382.56,4378.64,4389.77,4363.96
10/09/2015,4370.01,4355.24,4378.26,4341.51
10/08/2015,4350.15,4316.18,4358.09,4275.59
10/07/2015,4333.46,4331.87,4342.59,4279.21
10/06/2015,4306.70,4315.32,4332.03,4273.70
10/05/2015,4331.43,4296.54,4339.23,4290.25
10/02/2015,4267.45,4136.96,4267.45,4124.55
10/01/2015,4192.96,4185.28,4194.18,4128.34
09/30/2015,4181.06,4137.18,4181.06,4125.20
09/29/2015,4083.37,4110.26,4155.31,4053.12
09/28/2015,4103.47,4206.68,4207.03,4092.29
09/25/2015,4224.74,4305.39,4308.66,4198.96
09/24/2015,4261.10,4239.85,4275.64,4198.11
09/23/2015,4273.53,4280.01,4294.73,4255.06
09/22/2015,4274.10,4273.30,4286.60,4233.90
09/21/2015,4336.13,4343.77,4372.42,4299.94
09/18/2015,4323.86,4325.29,4374.92,4317.09
09/17/2015,4384.96,4378.99,4450.66,4368.80
09/16/2015,4383.67,4357.36,4388.32,4346.47
09/15/2015,4360.28,4322.41,4373.19,4303.89
09/14/2015,4308.76,4334.86,4334.94,4293.77
09/11/2015,4323.23,4273.62,4323.23,4268.10
09/10/2015,4296.30,4248.48,4326.77,4243.69
09/09/2015,4253.45,4346.36,4352.96,4242.47
09/08/2015,4303.53,4267.40,4306.50,4247.14
09/07/2015,4184.72,0.00,0.00,0.00
09/04/2015,4184.72,4175.62,4210.81,4160.43
09/03/2015,4234.65,4267.34,4300.30,4222.38
09/02/2015,4256.23,4207.68,4256.23,4166.08
09/01/2015,4142.63,4177.94,4229.31,4121.83
08/31/2015,4274.58,4299.88,4324.74,4262.09
08/28/2015,4329.12,4307.05,4340.70,4295.56
08/27/2015,4324.82,4281.63,4328.99,4231.14
08/26/2015,4219.60,4141.24,4227.86,4052.54
08/25/2015,4016.32,4187.28,4207.38,4015.91
08/24/2015,4038.60,3847.12,4199.79,3787.23
08/21/2015,4197.27,4313.19,4361.32,4197.27
08/20/2015,4385.13,4467.79,4484.36,4385.13
08/19/2015,4510.90,4525.32,4550.67,4486.11
08/18/2015,4542.07,4556.23,4562.15,4536.05
08/17/2015,4566.37,4516.88,4568.59,4507.98
08/14/2015,4530.74,4512.88,4536.20,4503.83
08/13/2015,4519.32,4536.96,4556.14,4514.45
08/12/2015,4528.19,4475.91,4539.18,4436.54
08/11/2015,4513.99,4548.75,4567.69,4491.06
08/10/2015,4573.11,4558.68,4583.63,4554.63
08/07/2015,4520.08,4519.36,4532.46,4485.50
08/06/2015,4528.51,4608.69,4612.62,4508.30
08/05/2015,4602.24,4592.81,4634.70,4590.19
08/04/2015,4567.47,4573.25,4584.45,4551.90
08/03/2015,4580.46,4595.26,4607.52,4549.60
07/31/2015,4588.91,4616.48,4616.48,4584.22
07/30/2015,4598.59,4570.77,4606.65,4540.98
07/29/2015,4581.60,4570.50,4586.78,4552.76
07/28/2015,4560.23,4539.47,4568.79,4506.19
07/27/2015,4519.09,4530.37,4551.99,4511.92
07/24/2015,4557.37,4630.95,4632.06,4552.40
07/23/2015,4602.83,4627.56,4641.58,4592.49
07/22/2015,4623.24,4604.97,4643.83,4604.53
07/21/2015,4674.41,4679.54,4686.36,4661.76
07/20/2015,4679.68,4670.23,4694.13,4657.98
07/17/2015,4661.60,4635.48,4661.60,4624.68
07/16/2015,4594.90,4567.06,4595.02,4558.32
07/15/2015,4528.36,4531.32,4547.18,4517.40
07/14/2015,4523.47,4503.20,4537.21,4500.66
07/13/2015,4494.47,4457.76,4498.74,4456.54
07/10/2015,4420.15,4405.99,4434.11,4394.01
07/09/2015,4352.03,4410.27,4414.43,4351.51
07/08/2015,4351.58,4392.51,4403.13,4346.42
07/07/2015,4429.06,4422.75,4434.91,4344.15
07/06/2015,4418.66,4394.44,4444.41,4394.44
07/03/2015,4433.39,0.00,0.00,0.00
07/02/2015,4433.39,4440.17,4445.83,4417.48
07/01/2015,4429.23,4433.79,4445.90,4409.42
06/30/2015,4396.76,4414.86,4420.50,4381.94
06/29/2015,4379.86,4433.11,4460.08,4377.23
06/26/2015,4484.28,4514.37,4523.97,4469.23
06/25/2015,4514.01,4540.40,4546.15,4508.66
06/24/2015,4524.60,4542.07,4561.64,4523.90
06/23/2015,4548.74,4549.52,4551.77,4529.99
06/22/2015,4544.04,4541.85,4557.98,4534.76
06/19/2015,4513.42,4538.71,4539.49,4511.21
06/18/2015,4531.85,4483.61,4540.69,4483.61
06/17/2015,4468.98,4465.17,4482.27,4441.34
06/16/2015,4455.90,4428.30,4463.20,4426.19
06/15/2015,4432.92,4416.14,4437.97,4396.13
06/12/2015,4453.79,4467.38,4476.21,4449.21
06/11/2015,4488.47,4498.49,4511.32,4483.84
06/10/2015,4485.46,4440.54,4497.51,4435.29
06/09/2015,4427.61,4421.02,4441.62,4392.45
06/08/2015,4431.51,4476.69,4477.83,4423.80
06/05/2015,4477.19,4483.43,4493.43,4452.32
06/04/2015,4487.03,4501.73,4526.21,4475.05
06/03/2015,4519.86,4531.04,4539.36,4512.44
06/02/2015,4508.89,4503.76,4531.08,4486.19
06/01/2015,4521.85,4530.03,4535.43,4488.17
05/29/2015,4508.25,4532.15,4539.57,4499.65
05/28/2015,4535.66,4537.48,4548.24,4523.55
05/27/2015,4546.06,4488.05,4551.53,4479.74
05/26/2015,4472.96,4516.63,4521.85,4456.76
05/25/2015,4527.16,0.00,0.00,0.00
05/22/2015,4527.16,4522.86,4542.46,4522.61
05/21/2015,4529.47,4499.42,4537.28,4495.39
05/20/2015,4505.30,4505.59,4533.92,4484.52
05/19/2015,4503.72,4514.66,4521.85,4498.53
05/18/2015,4512.95,4487.14,4521.01,4483.76
05/15/2015,4494.29,4505.39,4509.13,4482.55
05/14/2015,4495.04,4461.07,4496.25,4448.38
05/13/2015,4426.56,4436.08,4460.54,4421.75
05/12/2015,4420.65,4412.82,4441.40,4380.52
05/11/2015,4438.64,4457.62,4468.75,4437.53
05/08/2015,4458.65,4445.00,4466.17,4441.73
05/07/2015,4401.55,4377.81,4413.73,4373.29
05/06/2015,4379.75,4420.30,4429.96,4349.93
05/05/2015,4409.39,4464.21,4472.23,4407.27
05/04/2015,4482.61,4491.19,4510.47,4480.85
05/01/2015,4479.06,4437.70,4479.06,4435.24
04/30/2015,4414.25,4459.23,4480.36,4395.10
04/29/2015,4488.15,4490.57,4517.01,4463.98
04/28/2015,4515.27,4529.41,4537.14,4479.01
04/27/2015,4525.04,4548.51,4562.33,4516.33
04/24/2015,4536.78,4529.73,4543.64,4517.88
04/23/2015,4477.07,4445.17,4496.08,4444.29
04/22/2015,4460.81,4448.58,4466.84,4419.35
04/21/2015,4435.98,4444.50,4448.68,4430.98
04/20/2015,4417.40,4373.65,4423.88,4373.09
04/17/2015,4351.80,4379.63,4390.31,4333.11
04/16/2015,4418.83,4412.15,4427.22,4408.96
04/15/2015,4424.53,4409.74,4435.28,4406.04
04/14/2015,4397.64,4409.29,4418.87,4375.11
04/13/2015,4409.21,4428.13,4448.20,4407.07
04/10/2015,4422.02,4402.02,4422.63,4394.38
04/09/2015,4403.95,4375.78,4405.65,4361.23
04/08/2015,4375.96,4345.22,4382.82,4345.09
04/07/2015,4344.08,4349.30,4379.41,4343.74
04/06/2015,4350.98,4286.16,4361.56,4283.91
04/03/2015,4316.01,0.00,0.00,0.00
04/02/2015,4316.01,4316.24,4327.79,4302.49
04/01/2015,4311.26,4328.17,4334.56,4284.06
03/31/2015,4333.69,4364.14,4377.36,4333.69
03/30/2015,4382.82,4359.78,4384.18,4359.78
03/27/2015,4332.86,4314.60,4342.93,4309.52
03/26/2015,4315.26,4288.16,4340.16,4280.95
03/25/2015,4329.29,4437.37,4442.54,4329.29
03/24/2015,4430.99,4444.39,4467.79,4430.97
03/23/2015,4445.54,4454.15,4466.34,4445.52
03/20/2015,4458.54,4468.29,4478.68,4456.41
03/19/2015,4426.82,4424.79,4440.01,4419.84
03/18/2015,4422.50,4366.80,4440.49,4344.49
03/17/2015,4375.63,4355.83,4384.98,4349.69
03/16/2015,4370.47,4338.29,4371.46,4327.27
03/13/2015,4314.90,4328.09,4347.87,4289.30
03/12/2015,4336.23,4302.73,4339.20,4300.87
03/11/2015,4305.38,4336.05,4342.87,4304.28
03/10/2015,4329.08,4376.03,4381.62,4329.08
03/09/2015,4412.99,4406.87,4424.22,4391.62
03/06/2015,4399.23,4442.19,4453.93,4389.82
03/05/2015,4452.06,4454.89,4464.48,4433.94
03/04/2015,4445.36,4442.41,4452.37,4421.00
03/03/2015,4458.78,4466.53,4473.64,4433.51
03/02/2015,4483.05,4452.80,4483.97,4450.86
02/27/2015,4440.67,4459.86,4464.31,4435.66
02/26/2015,4462.27,4443.55,4463.81,4430.79
02/25/2015,4440.59,4441.08,4461.11,4429.90
02/24/2015,4451.03,4442.13,4455.52,4428.82
02/23/2015,4449.49,4441.26,4449.49,4430.86
02/20/2015,4443.05,4406.75,4444.62,4397.62
02/19/2015,4411.86,4388.92,4415.79,4388.44
02/18/2015,4390.91,4378.73,4393.19,4374.23
02/17/2015,4385.34,4379.32,4387.32,4370.63
02/16/2015,4384.03,0.00,0.00,0.00
02/13/2015,4384.03,4359.78,4384.03,4351.02
02/12/2015,4347.97,4321.41,4347.97,4317.98
02/11/2015,4297.28,4284.76,4305.35,4277.65
02/10/2015,4281.15,4240.04,4286.43,4232.99
02/09/2015,4216.09,4209.81,4235.24,4206.76
02/06/2015,4228.68,4259.98,4271.28,4214.89
02/05/2015,4256.18,4229.62,4258.00,4220.17
02/04/2015,4221.20,4202.43,4248.84,4198.74
02/03/2015,4229.15,4201.94,4229.15,4174.23
02/02/2015,4188.59,4162.20,4189.09,4094.73
01/30/2015,4148.43,4178.62,4210.85,4144.03
01/29/2015,4181.35,4134.52,4189.54,4103.71
01/28/2015,4140.38,4233.74,4235.15,4140.38
01/27/2015,4165.50,4200.88,4209.41,4151.15
01/26/2015,4275.72,4271.10,4282.48,4254.47
01/23/2015,4278.14,4268.53,4292.88,4258.48
01/22/2015,4270.36,4215.00,4274.15,4173.54
01/21/2015,4192.09,4158.13,4211.28,4145.82
01/20/2015,4171.21,4164.43,4181.34,4117.15
01/19/2015,4142.14,0.00,0.00,0.00
01/16/2015,4142.14,4087.88,4143.53,4078.85
01/15/2015,4089.65,4162.11,4169.44,4085.70
01/14/2015,4145.84,4122.08,4165.00,4108.31
01/13/2015,4166.20,4212.99,4252.70,4134.94
01/12/2015,4169.97,4221.52,4223.88,4158.11
01/09/2015,4213.28,4250.98,4253.97,4188.61
01/08/2015,4240.55,4195.49,4247.93,4192.63
01/07/2015,4160.00,4139.85,4169.97,4126.39
01/06/2015,4110.83,4174.78,4176.26,4090.33
01/05/2015,4160.96,4206.55,4210.96,4151.85
01/02/2015,4230.24,4258.60,4276.71,4206.46
01/01/2015,4236.28,0.00,0.00,0.00
12/31/2014,4236.28,4294.88,4307.01,4233.71
12/30/2014,4282.35,4301.14,4309.13,4277.75
12/29/2014,4312.64,4309.70,4321.20,4306.67
12/26/2014,4314.09,4295.72,4322.45,4294.80
12/25/2014,4283.10,0.00,0.00,0.00
12/24/2014,4283.10,4283.19,4298.87,4281.80
12/23/2014,4279.30,4308.95,4309.03,4274.51
12/22/2014,4293.67,4271.87,4295.27,4270.54
12/19/2014,4281.78,4272.75,4300.40,4258.33
12/18/2014,4267.77,4230.36,4267.77,4213.21
12/17/2014,4165.10,4095.75,4175.97,4089.09
12/16/2014,4089.60,4122.23,4190.42,4089.19
12/15/2014,4157.41,4224.17,4236.06,4145.01
12/12/2014,4199.28,4207.61,4254.43,4199.28
12/11/2014,4246.48,4241.69,4296.81,4238.29
12/10/2014,4224.87,4284.50,4297.00,4218.86
12/09/2014,4294.67,4228.20,4297.73,4216.86
12/08/2014,4278.34,4301.27,4320.08,4259.01
12/05/2014,4311.57,4318.28,4324.42,4302.04
12/04/2014,4311.93,4309.48,4327.55,4293.94
12/03/2014,4312.93,4312.17,4319.02,4287.04
12/02/2014,4305.96,4291.33,4312.92,4283.89
12/01/2014,4287.81,4323.95,4332.55,4274.68
11/28/2014,4337.78,4330.96,4347.09,4326.20
11/27/2014,4317.99,0.00,0.00,0.00
11/26/2014,4317.99,4291.87,4319.41,4289.51
11/25/2014,4288.23,4290.68,4302.44,4279.90
11/24/2014,4284.32,4262.09,4285.00,4258.41
11/21/2014,4251.32,4284.41,4285.27,4237.38
11/20/2014,4242.09,4204.54,4245.17,4202.36
11/19/2014,4222.66,4233.70,4235.84,4204.16
11/18/2014,4242.19,4215.18,4248.19,4214.32
11/17/2014,4213.79,4215.29,4225.48,4194.18
11/14/2014,4224.99,4214.97,4225.18,4198.59
11/13/2014,4213.49,4202.77,4228.68,4194.33
11/12/2014,4195.40,4174.47,4199.19,4173.02
11/11/2014,4187.16,4173.61,4187.31,4165.25
11/10/2014,4175.95,4162.59,4179.98,4151.48
11/07/2014,4160.50,4170.46,4171.13,4139.46
11/06/2014,4164.08,4147.31,4165.77,4133.98
11/05/2014,4153.27,4179.23,4179.93,4140.21
11/04/2014,4156.23,4154.88,4165.05,4126.72
11/03/2014,4169.28,4160.61,4179.36,4156.78
10/31/2014,4158.21,4168.50,4170.87,4143.20
10/30/2014,4100.64,4074.26,4109.06,4064.45
10/29/2014,4090.55,4091.62,4104.07,4062.49
10/28/2014,4106.63,4063.06,4107.19,4062.21
10/27/2014,4046.02,4031.88,4052.50,4019.23
10/24/2014,4042.02,4019.84,4045.19,4003.43
10/23/2014,4012.27,3989.86,4032.22,3984.15
10/22/2014,3949.59,3980.49,3988.40,3947.98
10/21/2014,3971.39,3916.65,3971.40,3908.83
10/20/2014,3870.08,3813.60,3872.36,3804.97
10/17/2014,3815.47,3815.72,3848.98,3791.16
10/16/2014,3765.28,3706.70,3795.08,3704.82
10/15/2014,3785.97,3738.72,3801.42,3700.22
10/14/2014,3810.45,3837.22,3860.04,3801.16
10/13/2014,3808.00,3866.89,3893.66,3807.89
10/10/2014,3870.85,3946.32,3969.48,3870.85
10/09/2014,3969.32,4031.62,4040.54,3965.37
10/08/2014,4041.12,3960.79,4048.79,3938.16
10/07/2014,3958.59,3999.25,4007.94,3958.44
10/06/2014,4016.27,4041.40,4046.71,4004.21
10/03/2014,4027.31,4004.75,4040.56,3995.81
10/02/2014,3985.87,3984.80,3996.75,3934.94
10/01/2014,3984.74,4043.33,4043.44,3972.90
09/30/2014,4049.44,4054.86,4070.44,4031.70
09/29/2014,4047.18,4009.66,4056.43,4008.58
09/26/2014,4053.72,4016.97,4057.47,4015.02
09/25/2014,4007.82,4079.37,4087.19,4007.63
09/24/2014,4094.31,4055.42,4096.27,4041.72
09/23/2014,4051.57,4045.67,4069.21,4043.26
09/22/2014,4061.23,4091.87,4092.14,4044.99
09/19/2014,4100.09,4113.02,4118.91,4084.45
09/18/2014,4103.08,4084.51,4103.42,4080.82
09/17/2014,4073.57,4066.75,4090.95,4048.58
09/16/2014,4067.27,4012.53,4073.14,4009.98
09/15/2014,4029.89,4070.20,4070.82,4018.30
09/12/2014,4069.23,4087.16,4089.62,4057.53
09/11/2014,4092.65,4077.69,4092.79,4060.92
09/10/2014,4094.97,4063.85,4095.91,4054.61
09/09/2014,4061.88,4094.02,4110.86,4053.11
09/08/2014,4095.46,4086.52,4105.50,4076.63
09/05/2014,4089.92,4067.37,4089.98,4051.75
09/04/2014,4066.13,4078.82,4100.78,4056.53
09/03/2014,4070.96,4103.97,4104.43,4063.49
09/02/2014,4095.81,4093.12,4095.87,4078.19
09/01/2014,4082.56,0.00,0.00,0.00
08/29/2014,4082.56,4081.02,4082.97,4062.18
08/28/2014,4066.27,4059.37,4072.29,4054.61
08/27/2014,4073.18,4073.40,4078.19,4064.06
08/26/2014,4071.67,4073.04,4076.54,4062.73
08/25/2014,4067.48,4073.47,4079.52,4058.60
08/22/2014,4052.75,4052.14,4060.90,4040.22
08/21/2014,4047.03,4041.00,4048.95,4035.75
08/20/2014,4040.70,4032.91,4046.97,4032.20
08/19/2014,4040.13,4025.51,4041.50,4024.17
08/18/2014,4020.50,4007.19,4022.48,4003.46
